"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FTL|FTL",77771.6928747174,-1.02361591516045,0.675656446906386,-1.51499466903225,0.129773754154668,0.996139221459177
"BAX|BAX",209.657531594768,-0.24259282463287,0.534061577729253,-0.454241298661358,0.649655161250388,0.996139221459177
"RPL18|RPL18",23622.6517770021,0.0255976523610669,0.298669078633934,0.0857057331751469,0.931700344486653,0.996139221459177
"SNRPD2|SNRPD2",2206.50666256818,0.0556771042718506,0.590076538854637,0.0943557328680144,0.924826578916368,0.996139221459177
"VASP|VASP",4216.78299649152,-0.272051588073907,0.48581069221986,-0.559995060690814,0.575482806763907,0.996139221459177
"FOSB|FOSB",11.9818363972386,1.5331103189084,2.22987939667458,0.687530599724243,0.491748424756628,0.996139221459177
"APOC1|APOC1",44.3950432687005,2.08416621569643,2.09002956992286,0.997194607047283,0.318670058156237,0.996139221459177
"XRCC1|XRCC1",443.156290893414,0.142950776736366,0.540718826996755,0.264371739246328,0.791493485876921,0.996139221459177
"CEACAM23|CEACAM23",1227.74260669353,0.0768971233636748,0.571671647022776,0.13451274654629,0.892997132402272,0.996139221459177
"CEACAM28|CEACAM28",10894.6939131018,0.172678178430938,0.48460888763065,0.356324827790915,0.721597318037186,0.996139221459177
"CAECAM1|CAECAM1",3.82027921442475,-0.578366119169548,1.63824043501938,-0.353041047459378,0.724057667899513,0.996139221459177
"CEACAM30|CEACAM30",1987.97349186817,1.32678702439779,1.9915830878575,0.666197173739369,0.505285079188774,0.996139221459177
"CEACAM1|CEACAM1",2528.88135288586,0.925348076891963,0.663763685372341,1.39409265267787,0.163289627611977,0.996139221459177
"RABAC1|RABAC1",1119.57246906375,-0.474964447343918,0.48172179007706,-0.985972520088699,0.324146597877819,0.996139221459177
"CD79A|CD79A",281.206663984006,-1.1728952887316,0.728758931585555,-1.60944207734063,0.107519710844527,0.996139221459177
"RAB4B|RAB4B",749.961253579678,0.212275681592828,0.45927558768816,0.46219674479402,0.643940237413258,0.996139221459177
"AKT2|AKT2",568.243893211685,-0.0934835656447986,0.476362594824312,-0.196244555430043,0.844418755817248,0.996139221459177
"LGALS4|LGALS4",27.6196855891099,-1.41152046054536,1.18058262213213,-1.19561344888862,0.231847440740922,0.996139221459177
